"fasta","scaffold","gene_position","start_position","end_position","strandedness","rank","kegg_id","kegg_hit","peptidase_bitScore","pfam_hits","cazy_hits","classification","closest_placement_reference","closest_placement_radius","closest_placement_taxonomy","closest_placement_ani","closest_placement_af","pplacer_taxonomy","classification_method","note","other_related_references(genome_id,species_name,radius,ANI,AF)","msa_percent","translation_table","red_value","warnings"
"JW078.metabat.15","NODE_6061_length_5068_cov_8.803511",5,3888,4715,-1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__","ANI","classification based on placement in class-level tree","GCA_019244185.1, s__QHVT01 sp019244185, 95.0, 79.44, 0.44; GCA_003223645.1, s__QHVT01 sp003223645, 95.0, 78.49, 0.37; GCA_019242175.1, s__QHVT01 sp019242175, 95.0, 78.31, 0.35; GCA_016650215.1, s__QHVT01 sp016650215, 95.0, 77.9, 0.33; GCA_017883215.1, s__QHVT01 sp017883215, 95.0, 77.89, 0.32",60.8,11,0.910534693108009,"N/A"
"JW078.metabat.24","NODE_99_length_36922_cov_13.364499",11,11243,12145,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]; NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.17]",NA,"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__SCRE01;s__","GCA_004297935.1","95.0","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__SCRE01;s__SCRE01 sp004297935","78.26","0.35","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__SCRE01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",64.83,11,0.948910876719202,"N/A"
"JW078.metabat.3","NODE_982_length_13262_cov_9.275384",6,4265,5074,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]; NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.17]",NA,"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__GCA-003244245;s__","GCA_003244245.1","95.0","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__GCA-003244245;s__GCA-003244245 sp003244245","86.23","0.68","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__GCA-003244245;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_003244055.1, s__GCA-003244245 sp003244055, 95.0, 85.29, 0.68; GCA_019243635.1, s__GCA-003244245 sp019243635, 95.0, 82.21, 0.61; GCA_019240665.1, s__GCA-003244245 sp019240665, 95.0, 82.07, 0.49; GCA_019244165.1, s__GCA-003244245 sp019244165, 95.0, 80.9, 0.46; GCA_019247305.1, s__GCA-003244245 sp019247305, 95.0, 80.65, 0.52; GCA_019241525.1, s__GCA-003244245 sp019241525, 95.0, 79.4, 0.49",64.77,11,0.983755988509091,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW082.metabat.8","NODE_773_length_3898_cov_7.832162",6,2035,2850,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__","GCF_014352855.1","95.0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__Sphingomicrobium sp014352855","79.91","0.57","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_013817375.1, s__Sphingomicrobium sp013817375, 95.0, 79.52, 0.48; GCF_011302055.1, s__Sphingomicrobium sinipercae, 95.0, 79.45, 0.51; GCF_003097155.1, s__Sphingomicrobium sp003097155, 95.0, 79.38, 0.58; GCA_013812825.1, s__Sphingomicrobium sp013812825, 95.0, 79.26, 0.51; GCF_009720245.1, s__Sphingomicrobium sp009720245, 95.0, 79.19, 0.53; GCA_013812805.1, s__Sphingomicrobium sp013812805, 95.0, 79.0, 0.44; GCA_011053295.1, s__Sphingomicrobium sp011053295, 95.0, 78.9, 0.37; GCA_013361785.1, s__Sphingomicrobium sp013361785, 95.0, 78.88, 0.47; GCF_003970925.1, s__Sphingomicrobium sp003970925, 95.0, 78.85, 0.45; GCF_014873475.1, s__Sphingomicrobium sp014873475, 95.0, 78.85, 0.49; GCF_014396785.1, s__Sphingomicrobium lutea, 95.0, 78.78, 0.5; GCF_000620665.1, s__Sphingomicrobium sp000620665, 95.0, 78.76, 0.57; GCF_014873795.1, s__Sphingomicrobium sp014873795, 95.0, 78.72, 0.47; GCF_009363895.1, s__Sphingomicrobium ginsengisoli, 95.0, 78.67, 0.44; GCA_019242355.1, s__Sphingomicrobium sp019242355, 95.0, 78.65, 0.41; GCA_019247755.1, s__Sphingomicrobium sp019247755, 95.0, 78.45, 0.37; GCF_003499275.1, s__Sphingomicrobium mesophila, 95.0, 78.43, 0.47; GCF_014396585.1, s__Sphingomicrobium rhizophilum, 95.0, 78.41, 0.37; GCF_000711715.1, s__Sphingomicrobium astaxanthinifaciens, 95.0, 78.38, 0.43; GCF_014489515.1, s__Sphingomicrobium sediminicola, 95.0, 78.36, 0.45; GCF_014489495.1, s__Sphingomicrobium daechungense, 95.0, 78.33, 0.45; GCA_902806275.1, s__Sphingomicrobium sp902806275, 95.0, 78.24, 0.33; GCF_011300455.1, s__Sphingomicrobium piscis, 95.0, 78.23, 0.39; GCF_011927725.1, s__Sphingomicrobium kaistense, 95.0, 78.16, 0.41; GCA_013816785.1, s__Sphingomicrobium sp013816785, 95.0, 78.13, 0.36; GCF_000585415.1, s__Sphingomicrobium jaspsi, 95.0, 78.13, 0.38; GCF_016924655.1, s__Sphingomicrobium sp016924655, 95.0, 77.99, 0.36; GCF_014873375.1, s__Sphingomicrobium sp014873375, 95.0, 77.97, 0.32; GCA_902806265.1, s__Sphingomicrobium sp902806265, 95.0, 77.91, 0.34; GCA_013816595.1, s__Sphingomicrobium sp013816595, 95.0, 77.85, 0.32; GCA_902806285.1, s__Sphingomicrobium sp902806285, 95.0, 77.81, 0.37; GCF_011301715.1, s__Sphingomicrobium sp011301715, 95.0, 77.73, 0.33; GCF_003583725.1, s__Sphingomicrobium edaphi, 95.0, 77.54, 0.3; GCF_007998985.1, s__Sphingomicrobium xanthus, 95.0, 77.45, 0.29; GCA_902806295.1, s__Sphingomicrobium sp902806295, 95.0, 77.39, 0.23; GCF_014195685.1, s__Sphingomicrobium lutaoense, 95.0, 77.38, 0.28; GCA_013001055.1, s__Sphingomicrobium sp004282935, 95.0, 77.05, 0.18",55.8,11,0.974568926125558,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW084.maxbin.003","NODE_81_length_19493_cov_5.434664",3,1237,2049,-1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCE01;g__JABFVL01;s__","GCA_013362805.1","95.0","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCE01;g__JABFVL01;s__JABFVL01 sp013362805","79.65","0.41","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCE01;g__JABFVL01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",82.88,11,0.966760634946102,"N/A"
"JW089.metabat.2","NODE_11_length_18384_cov_6.437940",14,11388,12233,-1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","GCA_005883115.1","95.0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__VAZQ01 sp005883115","81.31","0.53","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_019237215.1, s__VAZQ01 sp019237215, 95.0, 82.66, 0.59; GCA_009377695.1, s__VAZQ01 sp009377695, 95.0, 77.54, 0.28",64.75,11,0.974045308186307,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW094.metabat.1","NODE_1170_length_2831_cov_5.272334",3,1365,2204,-1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__DSRY01;s__","GCA_011331385.1","95.0","d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__DSRY01;s__DSRY01 sp011331385","79.66","0.66","d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__DSRY01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",47.5,11,0.904285006315481,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW094.metabat.2","NODE_115_length_5951_cov_4.548168",5,3263,4108,-1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","GCA_005883115.1","95.0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__VAZQ01 sp005883115","80.82","0.62","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_019237215.1, s__VAZQ01 sp019237215, 95.0, 82.52, 0.7; GCA_009377695.1, s__VAZQ01 sp009377695, 95.0, 77.12, 0.34",45.79,11,0.973982975391453,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW098.metabat.4","NODE_712_length_3280_cov_4.031628",1,2,694,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","GCA_005883115.1","95.0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__VAZQ01 sp005883115","81.42","0.57","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_019237215.1, s__VAZQ01 sp019237215, 95.0, 82.78, 0.72; GCA_009377695.1, s__VAZQ01 sp009377695, 95.0, 77.95, 0.32",49.82,11,0.972782213380297,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW107.metabat.1","NODE_486_length_2695_cov_3.635227",1,2,415,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]",NA,"d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__DSRY01;s__","GCA_011331385.1","95.0","d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__DSRY01;s__DSRY01 sp011331385","79.46","0.51","d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__DSRY01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",26.65,11,0.902994430755686,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW114.metabat.4","NODE_39_length_13738_cov_7.039465",7,6119,6958,-1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__DSRY01;s__","GCA_011331385.1","95.0","d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__DSRY01;s__DSRY01 sp011331385","79.36","0.55","d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__DSRY01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",55.04,11,0.910028014566398,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW114.metabat.7","NODE_2505_length_3295_cov_7.646605",2,991,1770,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]; Rossmann-like domain [PF10727.11]",NA,"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VGBV01;s__","GCA_016870325.1","95.0","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VGBV01;s__VGBV01 sp016870325","78.92","0.46","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VGBV01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",44.4,11,0.884263142788267,"N/A"
"JW115.metabat.6","NODE_855_length_3856_cov_11.928966",3,1209,2054,-1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","GCA_005883115.1","95.0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__VAZQ01 sp005883115","81.25","0.54","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_019237215.1, s__VAZQ01 sp019237215, 95.0, 82.75, 0.57; GCA_009377695.1, s__VAZQ01 sp009377695, 95.0, 77.49, 0.28",53.44,11,0.972841618214976,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW116.metabat.4","NODE_101_length_11174_cov_10.882903",6,4062,4907,-1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","GCA_005883115.1","95.0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__VAZQ01 sp005883115","81.3","0.56","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_019237215.1, s__VAZQ01 sp019237215, 95.0, 82.69, 0.57; GCA_009377695.1, s__VAZQ01 sp009377695, 95.0, 77.45, 0.28",56.77,11,0.974204193113672,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW119.maxbin.001","NODE_68_length_11538_cov_15.876949",3,1199,2044,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","GCA_005883115.1","95.0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__VAZQ01 sp005883115","81.54","0.58","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_019237215.1, s__VAZQ01 sp019237215, 95.0, 82.72, 0.69; GCA_009377695.1, s__VAZQ01 sp009377695, 95.0, 77.35, 0.33",55.94,11,0.974371730894083,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW121.metabat.3","NODE_5_length_149102_cov_14.762411",24,25648,26463,-1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__JADGNW01;s__","GCA_017883315.1","95.0","d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__JADGNW01;s__JADGNW01 sp017883315","75.95","0.08","d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__JADGNW01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",83.2,11,0.864137218073235,"N/A"
"JW127.metabat.7","NODE_1159_length_3575_cov_5.710511",1,3,797,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","GCA_005883115.1","95.0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__VAZQ01 sp005883115","81.82","0.59","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_019237215.1, s__VAZQ01 sp019237215, 95.0, 82.64, 0.69; GCA_009377695.1, s__VAZQ01 sp009377695, 95.0, 77.14, 0.31",48.95,11,0.971737386666403,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW129.metabat.8","NODE_3740_length_2611_cov_4.177230",2,986,1846,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]; NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.17]; NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus [PF01210.25]",NA,"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",33.8,11,0.888184171430115,"N/A"
"JW130.metabat.1","NODE_75_length_30084_cov_6.311765",16,15121,15936,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__JADGNW01;s__","GCA_017883315.1","95.0","d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__JADGNW01;s__JADGNW01 sp017883315","76.24","0.11","d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__JADGNW01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",85.13,11,0.880319758821615,"N/A"
"JW131.metabat.4","NODE_780_length_4383_cov_7.045287",7,3754,4383,-1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]",NA,"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__","GCA_019244745.1","95.0","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465 sp019244745","78.26","0.36","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_017882405.1, s__Palsa-465 sp017882405, 95.0, 78.42, 0.33; GCA_019240655.1, s__Palsa-465 sp019240655, 95.0, 78.41, 0.33; GCA_019241635.1, s__Palsa-465 sp019241635, 95.0, 78.24, 0.31; GCA_019244395.1, s__Palsa-465 sp019244395, 95.0, 78.05, 0.33; GCA_019240305.1, s__Palsa-465 sp019240305, 95.0, 77.99, 0.28; GCA_017882465.1, s__Palsa-465 sp017882465, 95.0, 77.96, 0.28; GCA_019240115.1, s__Palsa-465 sp019240115, 95.0, 77.95, 0.3; GCA_019239375.1, s__Palsa-465 sp019239375, 95.0, 77.9, 0.28; GCA_003244035.1, s__Palsa-465 sp003244035, 95.0, 77.86, 0.31; GCA_019240015.1, s__Palsa-465 sp019240015, 95.0, 77.85, 0.35; GCA_019239445.1, s__Palsa-465 sp019239445, 95.0, 77.79, 0.3; GCA_005883415.1, s__Palsa-465 sp005883415, 95.0, 77.46, 0.25; GCA_003165655.1, s__Palsa-465 sp003165655, 95.0, 77.08, 0.19; GCA_019247075.1, s__Palsa-465 sp019247075, 95.0, 77.06, 0.2; GCA_009785395.1, s__Palsa-465 sp009785395, 95.0, 77.06, 0.3; GCA_017354065.1, s__Palsa-465 sp017354065, 95.0, 76.53, 0.18; GCA_003137075.1, s__Palsa-465 sp003137075, 95.0, 76.26, 0.15",45.69,11,0.927331521123454,"N/A"
"JW132.metabat.1","NODE_758_length_4485_cov_10.801354",5,3218,4063,-1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","GCA_005883115.1","95.0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__VAZQ01 sp005883115","80.97","0.46","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_019237215.1, s__VAZQ01 sp019237215, 95.0, 82.54, 0.55; GCA_009377695.1, s__VAZQ01 sp009377695, 95.0, 77.34, 0.23",49.5,11,0.97208348415786,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW134.metabat.2_sub","NODE_4754_length_3180_cov_4.742400",2,602,1357,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]; Rossmann-like domain [PF10727.11]; NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.17]",NA,"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__JAAYBF01;s__","GCA_013811765.1","95.0","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__JAAYBF01;s__JAAYBF01 sp013811765","78.49","0.39","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__JAAYBF01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_012718975.1, s__JAAYBF01 sp012718975, 95.0, 78.0, 0.31; GCA_013812005.1, s__JAAYBF01 sp013812005, 95.0, 77.32, 0.34",45,11,0.920150382102797,"N/A"
"JW135.metabat.1","NODE_3449_length_2673_cov_4.650497",1,2,850,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXM01;s__","GCA_013698055.1","95.0","d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXM01;s__QHXM01 sp013698055","78.19","0.36","d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXM01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_003222945.1, s__QHXM01 sp003222945, 95.0, 77.46, 0.25",72.46,11,0.91938740788375,"N/A"
"JW135.metabat.3","NODE_282_length_10903_cov_5.491611",11,6990,7841,-1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]; NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus [PF01210.25]; NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.17]",NA,"d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",64.56,11,0.659056271888726,"N/A"
